"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Cell_Type","Sex","metadata"
"Synaptic vesicle cycle","21/77",9.76100891438223e-09,1.31285569898441e-06,0,0,5.53570015822785,102.105270162161,"NSF;NAPA;ATP6V1A;SNAP25;UNC13A;CLTC;CACNA1B;AP2A2;CPLX1;STX1B;SLC6A7;ATP6V1B2;AP2S1;SLC17A7;ATP6V0D1;ATP6V0E2;ATP6V1D;AP2M1;VAMP2;ATP6V1C1;ATP6V0A1","L2_3_IT","","Users"
"Ribosome","32/170",3.45158035015535e-08,2.61611398310951e-06,0,0,3.43791711486635,59.0697711788716,"RPL4;RPL3;RPL32;RPL36A;RPL8;RPL9;MRPL32;RPS15;RPS14;RPL7A;RPL36;RPL35;RPLP2;RPL37;RPS27A;RPL39;RPS13;RPS12;RPS5;RPL22;RPS6;RPL23A;RPS26;RPS25;RPS29;RPL37A;RPL24;RPL26;RPL28;RPS21;RPS24;RPS23","L2_3_IT","","Users"
"GABAergic synapse","22/90",3.89013231689147e-08,2.61611398310951e-06,0,0,4.77660565413814,81.4995804599791,"NSF;PRKCG;GABRA2;GABBR2;GABRA1;GABRB1;SLC38A1;GABARAPL1;GABBR1;SLC12A5;PRKCB;CACNA1B;PRKCA;ADCY1;GPHN;GABRG2;GNAI1;GNAO1;GNB2;GNB1;SLC38A2;GABRD","L2_3_IT","","Users"
"Morphine addiction","22/92",5.95729219675304e-08,3.20502320185314e-06,0,0,4.63963352561927,77.1852434956957,"PRKCG;GABRA2;GABBR2;GABRA1;GABRB1;GABBR1;PRKCB;PDE4D;PDE1A;CACNA1B;PRKCA;ADCY1;GABRG2;GNAI1;GNAO1;GRK3;GNB2;GNB1;PDE4B;PDE7B;GABRD;KCNJ3","L2_3_IT","","Users"
"Long-term potentiation","18/67",1.41601652174027e-07,5.24113437726972e-06,0,0,5.4119163055909,85.3472622287073,"PRKCG;CAMK2B;MAP2K1;PRKCB;CAMK2A;ITPR1;PRKCA;ADCY1;GRIN1;PPP1CB;PPP3CB;PPP3R1;GRIN2A;GNAQ;MAPK1;KRAS;CAMK2G;CALM2","L2_3_IT","","Users"
"Oxytocin signaling pathway","29/154",1.48207457664397e-07,5.24113437726972e-06,0,0,3.43382165605096,53.995653331325,"CAMK2B;GUCY1B1;ROCK2;CAMK2A;ITPR1;ADCY1;GNAI1;CAMKK2;PPP1CB;PPP3R1;PPP3CB;CACNG8;MAPK1;CACNG3;CAMK2G;KCNJ3;PRKCG;GUCY1A2;MAP2K1;JUN;CAMK1D;PRKCB;CACNA2D1;PRKCA;GNAO1;GNAQ;KRAS;PPP1R12B;CALM2","L2_3_IT","","Users"
"Cholinergic synapse","24/113",1.70121860068312e-07,5.24113437726972e-06,0,0,3.98314161223926,62.0842358415732,"PRKCG;CAMK2B;MAP2K1;PRKCB;CAMK2A;CACNA1B;ITPR1;PRKCA;PIK3CB;ADCY1;GNAI1;GNAO1;PIK3CA;GNB2;GNAQ;AKT3;KCNQ2;GNB1;KCNQ3;MAPK1;KCNQ5;KRAS;CAMK2G;KCNJ3","L2_3_IT","","Users"
"Long-term depression","17/61",1.75353938272965e-07,5.24113437726972e-06,0,0,5.68911313449957,88.5024575051898,"PRKCG;GUCY1A2;GRID2;MAP2K1;GUCY1B1;PRKCB;ITPR1;PRKCA;GNAI1;IGF1R;PPP2CA;GNAO1;PPP2CB;PPP2R1A;GNAQ;MAPK1;KRAS","L2_3_IT","","Users"
"Adrenergic signaling in cardiomyocytes","28/148",2.18593634015647e-07,5.84735032582573e-06,0,0,3.45173693980377,52.9360150702577,"CAMK2B;ATF2;CAMK2A;ATP2A2;ATP1A3;ADCY1;ATP1A1;GNAI1;PPP1CB;PPP2CA;PPP2CB;CACNG8;RPS6KA5;PPP2R1A;PPP2R5E;AKT3;MAPK1;CACNG3;CAMK2G;CACNA2D1;ATP2B4;ATP1B3;PRKCA;ATP2B2;PPP2R5C;PPP2R2C;GNAQ;CALM2","L2_3_IT","","Users"
"Circadian entrainment","22/99",2.3911097986648e-07,5.84735032582573e-06,0,0,4.21626512837914,64.282603421487,"PRKCG;CAMK2B;GUCY1A2;GUCY1B1;PRKCB;CAMK2A;ITPR1;PRKCA;ADCY1;GNAI1;GRIN1;GNAO1;GRIN2A;RPS6KA5;GNB2;GNAQ;GNB1;NOS1AP;MAPK1;CALM2;CAMK2G;KCNJ3","L2_3_IT","","Users"
"Retrograde endocannabinoid signaling","28/150",2.92201690974529e-07,6.55018790601235e-06,0,0,3.39478592015859,51.077343157201,"GABRB1;NDUFB5;NDUFB4;CACNA1B;ITPR1;ADCY1;GNAI1;MAPK9;CNR1;MAPK1;SLC17A7;GABRD;KCNJ3;PRKCG;GABRA2;GABRA1;PRKCB;NDUFA3;NDUFC2;PRKCA;NDUFC1;GABRG2;GNAO1;GNB2;GNAQ;NDUFS5;GNB1;NDUFS1","L2_3_IT","","Users"
"Glutamatergic synapse","23/114",8.01616923650954e-07,1.65873040355467e-05,0,0,3.72992459204821,52.3555900555887,"PRKCG;SLC38A1;PRKCB;ITPR1;PRKCA;GRIK2;ADCY1;GNAI1;GRIN1;GNAO1;PPP3R1;GRIN2A;GRK3;PPP3CB;DLG4;GNB2;GNAQ;GNB1;MAPK1;DLGAP1;SLC17A7;SLC38A2;KCNJ3","L2_3_IT","","Users"
"Gap junction","19/86",1.71558048155108e-06,3.29636535383743e-05,0,0,4.17712385937611,55.4544899267354,"PRKCG;MAP3K2;GUCY1A2;MAP2K1;GUCY1B1;PRKCB;ITPR1;CSNK1D;PRKCA;ADCY1;TUBB4B;TUBB4A;TUBA4A;GNAI1;TUBA1B;TUBB2A;GNAQ;MAPK1;KRAS","L2_3_IT","","Users"
"Sphingolipid signaling pathway","23/124",3.66800708888315e-06,6.57795937939711e-05,0,0,3.35882066812069,42.038536203231,"PRKCG;MAP2K1;CERS6;PRKCB;PDPK1;ROCK2;PRKCE;PTEN;PRKCA;PIK3CB;PPP2R5C;GNAI1;PPP2CA;PPP2CB;MAPK9;PIK3CA;PPP2R2C;PPP2R1A;PPP2R5E;GNAQ;AKT3;MAPK1;KRAS","L2_3_IT","","Users"
"Axon guidance","29/180",4.16597933047876e-06,7.00405274936741e-05,0,0,2.83859197705319,35.1660646859929,"EPHB6;ROBO2;CAMK2B;BMPR2;ROCK2;CAMK2A;PIK3CB;GNAI1;PPP3R1;PPP3CB;ABLIM1;ABLIM2;SLIT1;MAPK1;SRGAP3;SLIT2;PAK3;CAMK2G;PLXNA4;EPHA4;FZD3;EPHA6;UNC5A;SEMA6D;PRKCA;L1CAM;SSH2;PIK3CA;KRAS","L2_3_IT","","Users"
"Endocytosis","37/269",9.87294169049879e-06,0.000156224783220246,0,0,2.36195499005305,27.2232146382205,"ARF3;ARF1;RAB5B;ZFYVE9;WIPF2;CLTC;AGAP2;AGAP3;WASL;AP2A2;RAB22A;IGF1R;SNX3;GRK3;CAPZB;KIF5C;KIF5B;KIF5A;PSD3;AP2S1;PIP5K1C;RAB11FIP4;AP2M1;PSD;ARFGEF2;IQSEC2;IQSEC1;RAB11A;EPN1;RAB10;RABEP1;BIN1;DNAJC6;AMPH;VPS45;VPS28;ARF5","L2_3_IT","","Users"
"Vasopressin-regulated water reabsorption","12/43",1.11706444454071e-05,0.000166939075323029,0,0,5.68147378557129,64.7814211418889,"DYNC2LI1;NSF;DCTN5;DYNC1H1;RAB5B;DYNC1LI2;DCTN1;ARHGDIA;ARHGDIG;DYNLL2;RAB11A;VAMP2","L2_3_IT","","Users"
"Oocyte meiosis","21/116",1.41437552932638e-05,0.000200245798625682,0,0,3.25632911392405,36.3609437865926,"CAMK2B;MAP2K1;YWHAB;CAMK2A;ITPR1;PPP2R5C;ADCY1;YWHAZ;IGF1R;PPP1CB;PPP2CA;PPP2CB;PPP3R1;PPP3CB;YWHAQ;PPP2R1A;PPP2R5E;MAPK1;CPEB3;CALM2;CAMK2G","L2_3_IT","","Users"
"Aldosterone-regulated sodium reabsorption","11/38",1.76840299952659e-05,0.000227992290016671,0,0,5.97616140473283,65.3962293764167,"PRKCG;PIK3CA;PDPK1;PRKCB;ATP1A3;MAPK1;ATP1B3;PRKCA;KRAS;PIK3CB;ATP1A1","L2_3_IT","","Users"
"Glioma","16/75",1.77986546109669e-05,0.000227992290016671,0,0,3.9868039694942,43.6012338431622,"PRKCG;CAMK2B;MAP2K1;CAMK1D;PRKCB;CAMK2A;PTEN;PRKCA;PIK3CB;IGF1R;PIK3CA;AKT3;MAPK1;KRAS;CAMK2G;CALM2","L2_3_IT","","Users"
"HIF-1 signaling pathway","19/104",3.13065329343674e-05,0.000382793516333856,0,0,3.28937831056593,34.1163916115917,"PRKCG;CAMK2B;MAP2K1;PRKCB;RPS6;CAMK2A;PRKCA;ENO1;PIK3CB;ENO2;IGF1R;HK1;LDHA;PFKL;PIK3CA;AKT3;PGK1;MAPK1;CAMK2G","L2_3_IT","","Users"
"Thyroid hormone signaling pathway","20/115",4.10143045293814e-05,0.000479689039930592,0,0,3.09881422924901,31.3029497799993,"PRKCG;NCOA1;MAP2K1;THRA;PRKCB;PDPK1;ATP2A2;ATP1A3;ATP1B3;PRKCA;PIK3CB;ATP1A1;MED13L;MED13;PIK3CA;AKT3;MAPK1;ITGAV;KRAS;PFKP","L2_3_IT","","Users"
"Phosphatidylinositol signaling system","18/98",4.65874733844275e-05,0.000522167930850458,0,0,3.30929360694554,33.0074863506952,"PRKCG;PRKCB;ITPR1;PTEN;PRKCA;PIK3CB;DGKZ;MTMR6;INPP4A;INPP5F;SYNJ1;PIK3CA;IMPAD1;PI4KA;PIP4K2B;PIP5K1C;CALM2;CDS2","L2_3_IT","","Users"
"GnRH signaling pathway","17/90",5.19131598304759e-05,0.000558585599775921,0,0,3.42372844734454,33.7782934074199,"CAMK2B;MAP3K2;EGR1;MAP2K1;JUN;PRKCB;CAMK2A;ITPR1;PRKCA;ADCY1;MAPK9;GNAQ;PTK2B;MAPK1;KRAS;CAMK2G;CALM2","L2_3_IT","","Users"
"Gastric acid secretion","15/74",6.06819593950252e-05,0.000627824887586992,0,0,3.73468570665955,36.2632907178539,"PRKCG;CAMK2B;PRKCB;CAMK2A;ITPR1;ATP1A3;ATP1B3;PRKCA;ADCY1;ATP1A1;GNAI1;HRH2;GNAQ;CAMK2G;CALM2","L2_3_IT","","Users"
"Aldosterone synthesis and secretion","18/102",8.03923227472605e-05,0.000784002740229525,0,0,3.15103168339159,29.709791726497,"PRKCG;CAMK2B;ATF2;CAMK1D;PRKCB;PRKCE;CAMK2A;ITPR1;ATP2B4;ATP1A3;ATP1B3;PRKCA;ATP2B2;ADCY1;ATP1A1;GNAQ;CALM2;CAMK2G","L2_3_IT","","Users"
"Autophagy","21/130",8.16062331837424e-05,0.000784002740229525,0,0,2.83595110904657,26.6965232899039,"GABARAPL1;MAP2K1;PDPK1;ITPR1;PTEN;IRS2;PIK3CB;WIPI2;IGF1R;CAMKK2;PPP2CA;PPP2CB;MAPK9;LAMP1;PIK3CA;RB1CC1;AKT3;ATG4B;MAPK1;KRAS;CTSB","L2_3_IT","","Users"
"Neurotrophin signaling pathway","20/121",8.61215011337816e-05,0.000795094817304775,0,0,2.913787030877,27.2723224015139,"CAMK2B;MAP2K1;JUN;MAGED1;PDPK1;SORT1;KIDINS220;CAMK2A;ARHGDIG;PIK3CB;FOXO3;MAPK9;RPS6KA5;PIK3CA;ARHGDIA;AKT3;MAPK1;KRAS;CALM2;CAMK2G","L2_3_IT","","Users"
"Amphetamine addiction","14/68",8.86722844577816e-05,0.000795094817304775,0,0,3.80648075297957,35.5166091641215,"PRKCG;CAMK2B;ATF2;JUN;PRKCB;CAMK2A;PRKCA;GRIN1;PPP1CB;PPP3CB;PPP3R1;GRIN2A;CAMK2G;CALM2","L2_3_IT","","Users"
"cGMP-PKG signaling pathway","25/172",0.000107323669578445,0.000931292487632309,0,0,2.50620883273944,22.905899978868,"ATF2;GUCY1B1;ROCK2;ITPR1;ATP2A2;ATP1A3;IRS2;ADCY1;ATP1A1;GNAI1;SLC8A2;PPP1CB;PPP3R1;PPP3CB;AKT3;MAPK1;MEF2D;GUCY1A2;MAP2K1;PRKCE;ATP2B4;ATP1B3;ATP2B2;GNAQ;CALM2","L2_3_IT","","Users"
"Salivary secretion","15/78",0.000114115525180369,0.000959283633547479,0,0,3.4968128983877,31.7451138915497,"PRKCG;GUCY1A2;GUCY1B1;PRKCB;ITPR1;ATP2B4;ATP1A3;ATP1B3;PRKCA;ATP2B2;ADCY1;ATP1A1;GNAQ;CALM2;VAMP2","L2_3_IT","","Users"
"AMPK signaling pathway","20/126",0.000152843912929353,0.00123474839666042,0,0,2.77559847863375,24.3866672916475,"CAB39;PDPK1;IRS2;PIK3CB;PPP2R5C;HMGCR;FOXO3;ACACA;IGF1R;CAMKK2;PPP2CA;RAB10;PPP2CB;PFKL;PIK3CA;PPP2R2C;PPP2R1A;PPP2R5E;AKT3;PFKP","L2_3_IT","","Users"
"Endocrine and other factor-regulated calcium reabsorption","12/55",0.000156064853109496,0.00123474839666042,0,0,4.09331555198305,35.878888755515,"PRKCG;PRKCB;GNAQ;CLTC;AP2S1;ATP1A3;ATP1B3;PRKCA;ATP1A1;AP2A2;AP2M1;RAB11A","L2_3_IT","","Users"
"cAMP signaling pathway","28/211",0.000211283346665554,0.00162386343580098,0,0,2.25576552725502,19.0889881943704,"CAMK2B;ROCK2;CAMK2A;ATP2A2;ATP1A3;ADCY1;PIK3CB;ATP1A1;GNAI1;PPP1CB;MAPK9;GRIN2A;AKT3;PDE4B;MAPK1;CAMK2G;GABBR2;JUN;GABBR1;MAP2K1;PDE4D;NPY1R;ATP2B4;ATP1B3;ATP2B2;GRIN1;PIK3CA;CALM2","L2_3_IT","","Users"
"ErbB signaling pathway","15/84",0.00026945531731643,0.00201343000994776,0,0,3.19171516603903,26.2330515904915,"PRKCG;CAMK2B;MAP2K1;JUN;PRKCB;CAMK2A;PRKCA;PIK3CB;MAPK9;PIK3CA;AKT3;MAPK1;KRAS;PAK3;CAMK2G","L2_3_IT","","Users"
"Protein processing in endoplasmic reticulum","23/163",0.000309267054893856,0.00224845507476884,0,0,2.41807222096446,19.5411800944524,"EDEM3;HSP90AA1;HSPA5;HSPA4L;SEL1L;EIF2AK2;UBE2G2;MARCH6;RAD23B;HERPUD1;DNAJB2;MAPK9;MAN1A2;DNAJC5;CANX;UBQLN1;SSR1;HYOU1;STUB1;STT3B;UGGT2;SEC31A;UBQLN2","L2_3_IT","","Users"
"Insulin secretion","15/86",0.000351348675450507,0.00244839242010152,0,0,3.10147499168238,24.6682991834128,"PRKCG;CAMK2B;ATF2;SNAP25;PRKCB;CAMK2A;ATP1A3;ATP1B3;PRKCA;ADCY1;ATP1A1;PCLO;GNAQ;CAMK2G;VAMP2","L2_3_IT","","Users"
"Estrogen signaling pathway","20/134",0.00035497139176193,0.00244839242010152,0,0,2.57971014492754,20.4918588084255,"NCOA1;ATF2;GABBR2;MAP2K1;JUN;HSP90AA1;GABBR1;ITPR1;PIK3CB;ADCY1;GNAI1;GNAO1;PIK3CA;GNAQ;AKT3;MAPK1;KRAS;FKBP4;CALM2;KCNJ3","L2_3_IT","","Users"
"Central carbon metabolism in cancer","12/64",0.000684475060054274,0.004603094778865,0,0,3.38322557254215,24.6530855104195,"MAP2K1;LDHA;PFKL;PKM;PIK3CA;AKT3;PTEN;MAPK1;KRAS;PIK3CB;PFKP;HK1","L2_3_IT","","Users"
"FoxO signaling pathway","19/132",0.000777976604384043,0.00510428552632457,0,0,2.47059234715989,17.6865113443416,"USP7;GABARAPL1;MAP2K1;PDPK1;AGAP2;PTEN;IRS2;CSNK1E;PIK3CB;FOXO3;NLK;SOD2;IGF1R;MAPK9;CCND2;PIK3CA;AKT3;MAPK1;KRAS","L2_3_IT","","Users"
"Nicotine addiction","9/40",0.000808227963135923,0.00517650766865627,0,0,4.25108706643746,30.2705728656878,"GABRA2;GABRA1;GABRB1;GRIN2A;CACNA1B;SLC17A7;GABRD;GABRG2;GRIN1","L2_3_IT","","Users"
"Alzheimer disease","23/175",0.000853475292757266,0.00532997986885564,0,0,2.22573296354992,15.7274608331687,"LRP1;NDUFB5;NDUFB4;NDUFA3;ITPR1;ATP2A2;NDUFC2;NDUFC1;SDHA;RTN4;GRIN1;PPP3R1;GRIN2A;PPP3CB;GNAQ;NDUFS5;UQCRC1;MAPK1;NDUFS1;MAPT;APBB1;CALM2;CDK5R1","L2_3_IT","","Users"
"mTOR signaling pathway","21/154",0.000871818268511703,0.00532997986885564,0,0,2.32120253164557,16.3527083379338,"PRKCG;ATP6V1A;MAP2K1;FZD3;CAB39;PRKCB;PDPK1;RPS6;PTEN;PRKCA;PIK3CB;IGF1R;PIK3CA;AKT3;ATP6V1B2;MAPK1;KRAS;ATP6V1D;FNIP2;ATP6V1C1;EIF4B","L2_3_IT","","Users"
"VEGF signaling pathway","11/58",0.00102506672299021,0.00612762107743036,0,0,3.4294398610508,23.6048262400541,"PRKCG;PPP3CB;MAP2K1;PPP3R1;PIK3CA;PRKCB;AKT3;MAPK1;PRKCA;KRAS;PIK3CB","L2_3_IT","","Users"
"Fc gamma R-mediated phagocytosis","14/87",0.00124580470326351,0.00723221940490501,0,0,2.81288598126812,18.8125072102538,"PRKCG;MAP2K1;PRKCB;PRKCE;PRKCA;PIK3CB;WASL;MARCKS;PIK3CA;BIN1;AKT3;MAPK1;AMPH;PIP5K1C","L2_3_IT","","Users"
"Collecting duct acid secretion","7/27",0.00126362197780868,0.00723221940490501,0,0,5.11991392801252,34.1691438275099,"ATP6V1A;ATP6V1B2;ATP6V0E2;ATP6V0D1;ATP6V1D;ATP6V1C1;ATP6V0A1","L2_3_IT","","Users"
"Parathyroid hormone synthesis, secretion and action","16/107",0.0013028646147514,0.00730147044516929,0,0,2.58041721871509,17.1422015766692,"PRKCG;ATF2;EGR1;MAP2K1;JUND;PRKCB;PDE4D;ITPR1;PRKCA;ADCY1;GNAI1;GNAQ;MMP17;PDE4B;MAPK1;MEF2D","L2_3_IT","","Users"
"Choline metabolism in cancer","15/99",0.00159116089936552,0.00873514861080257,0,0,2.61965691788526,16.8792128998492,"PRKCG;MAP2K1;JUN;PRKCB;PDPK1;PRKCA;PIK3CB;WASL;DGKZ;MAPK9;PIK3CA;AKT3;MAPK1;KRAS;PIP5K1C","L2_3_IT","","Users"
"Melanogenesis","15/100",0.00176316658378794,0.00948583622077912,0,0,2.58869847151459,16.4140151495967,"PRKCG;CAMK2B;MAP2K1;FZD3;PRKCB;CAMK2A;PRKCA;ADCY1;GNAI1;GNAO1;GNAQ;MAPK1;KRAS;CALM2;CAMK2G","L2_3_IT","","Users"
"Mitophagy","11/63",0.00206701116799035,0.0109024706703805,0,0,3.09885581451516,19.1560469894093,"BNIP3L;MAPK9;GABARAPL1;JUN;PINK1;RHOT1;TAX1BP1;TOMM7;KRAS;FOXO3;SQSTM1","L2_3_IT","","Users"
"Glucagon signaling pathway","15/102",0.00215390933747826,0.0111423386881087,0,0,2.52891664404018,15.5287387867177,"CAMK2B;ATF2;CAMK2A;ITPR1;ACACA;PPP3R1;LDHA;PPP3CB;PFKL;PKM;GNAQ;AKT3;SIK2;CALM2;CAMK2G","L2_3_IT","","Users"
"Thyroid hormone synthesis","12/73",0.00225088551318337,0.0114243057178552,0,0,2.88267034113299,17.574002498884,"PRKCG;ATF2;HSPA5;PRKCB;GNAQ;CANX;ITPR1;ATP1A3;ATP1B3;PRKCA;ADCY1;ATP1A1","L2_3_IT","","Users"
"Calcium signaling pathway","23/189",0.00239349789942418,0.0119231654619464,0,0,2.03648349340309,12.2901767152712,"PRKCG;CAMK2B;CAMK1D;PRKCB;PDE1A;CAMK2A;CACNA1B;ITPR1;ATP2B4;ATP2A2;PRKCA;ATP2B2;ADCY1;SLC8A2;GRIN1;PPP3R1;GRIN2A;PPP3CB;HRH2;GNAQ;PTK2B;CALM2;CAMK2G","L2_3_IT","","Users"
"Circadian rhythm","7/30",0.00244656066966898,0.0119659058207446,0,0,4.45138463632034,26.766496535943,"BHLHE40;CSNK1D;FBXL3;RORB;CSNK1E;CLOCK;ARNTL","L2_3_IT","","Users"
"Non-small cell lung cancer","11/66",0.00302448550499052,0.0145283321579009,0,0,2.92935635792779,16.9932380722177,"PRKCG;MAP2K1;PIK3CA;PDPK1;PRKCB;AKT3;MAPK1;PRKCA;KRAS;PIK3CB;FOXO3","L2_3_IT","","Users"
"Type II diabetes mellitus","9/48",0.00312345105011182,0.014740497061054,0,0,3.37762237762238,19.4848846574483,"MAPK9;PKM;PIK3CA;PRKCE;CACNA1B;MAPK1;IRS2;PIK3CB;HK1","L2_3_IT","","Users"
"Insulin signaling pathway","18/139",0.00349349885949911,0.0162026067794011,0,0,2.18314884512775,12.3497488333339,"MAP2K1;PDPK1;RPS6;IRS2;PIK3CB;ACACA;PTPRF;HK1;PPP1CB;MAPK9;PRKAR1B;PIK3CA;PRKAR1A;PRKAR2B;AKT3;MAPK1;KRAS;CALM2","L2_3_IT","","Users"
"Endometrial cancer","10/58",0.00357412720191483,0.0162955969036456,0,0,3.05016339869281,17.1847251233363,"MAP2K1;PIK3CA;APC;PDPK1;AKT3;PTEN;MAPK1;KRAS;PIK3CB;FOXO3","L2_3_IT","","Users"
"Hepatitis B","20/163",0.00404190421326251,0.0181212038894603,0,0,2.05334586362254,11.3160698702945,"PRKCG;ATF2;MAP2K1;JUN;EGR3;ATP6AP1;PRKCB;YWHAB;PRKCA;PIK3CB;YWHAZ;MAPK9;YWHAQ;PIK3CA;AKT3;PTK2B;MAPK1;KRAS;IFNAR1;JAK1","L2_3_IT","","Users"
"Focal adhesion","23/199",0.00458197790462928,0.0202057714154963,0,0,1.91973869039043,10.3389917575332,"PRKCG;JUN;MAP2K1;PRKCB;PDPK1;ROCK2;RASGRF1;PTEN;XIAP;PRKCA;PIK3CB;ARHGAP5;IGF1R;PPP1CB;MAPK9;CCND2;PIK3CA;AKT3;MAPK1;ITGAV;PIP5K1C;PAK3;PPP1R12B","L2_3_IT","","Users"
"Carbohydrate digestion and absorption","8/43",0.00548716508605826,0.023446875042086,0,0,3.34355073274415,17.4043301892861,"PIK3CA;PRKCB;AKT3;ATP1A3;ATP1B3;PIK3CB;ATP1A1;HK1","L2_3_IT","","Users"
"Oxidative phosphorylation","17/134",0.00549127556747739,0.023446875042086,0,0,2.131130523875,11.0916706437306,"ATP6V1A;ATP6AP1;NDUFB5;NDUFB4;NDUFA3;NDUFC2;NDUFC1;SDHA;NDUFS5;UQCRC1;ATP6V1B2;NDUFS1;ATP6V0D1;ATP6V0E2;ATP6V1D;ATP6V1C1;ATP6V0A1","L2_3_IT","","Users"
"Chagas disease (American trypanosomiasis)","14/103",0.00612002079519308,0.0257232124047959,0,0,2.30521839832389,11.7478304527095,"JUN;PIK3CB;ADCY1;GNAI1;GNAO1;PPP2CA;PPP2CB;MAPK9;PIK3CA;PPP2R2C;PPP2R1A;GNAQ;AKT3;MAPK1","L2_3_IT","","Users"
"Inositol phosphate metabolism","11/73",0.00665989242336332,0.0275617086443805,0,0,2.59764774396111,13.0185063741843,"INPP4A;PIK3CA;INPP5F;SYNJ1;IMPAD1;PTEN;PI4KA;PIP4K2B;PIK3CB;PIP5K1C;MTMR6","L2_3_IT","","Users"
"Apelin signaling pathway","17/138",0.00735707509202885,0.029985654541754,0,0,2.06023672341424,10.120074039663,"EGR1;GABARAPL1;MAP2K1;PRKCE;RPS6;ITPR1;ADCY1;GNAI1;SLC8A2;GNB2;GNAQ;AKT3;GNB1;MAPK1;KRAS;CALM2;MEF2D","L2_3_IT","","Users"
"mRNA surveillance pathway","13/96",0.00833211257273447,0.0334528101800832,0,0,2.29423353792529,10.983960228639,"CSTF3;UPF3A;PPP2R5C;SMG7;GSPT1;PPP1CB;PPP2CA;PPP2CB;PPP2R2C;PPP2R5E;PPP2R1A;WDR82;RNPS1","L2_3_IT","","Users"
"Serotonergic synapse","16/132",0.0106052783127988,0.0419532333256304,0,0,2.02157550066574,9.19089782614291,"PRKCG;MAP2K1;GABRB1;KCND2;PRKCB;CACNA1B;ITPR1;PRKCA;GNAI1;GNAO1;GNB2;GNAQ;GNB1;MAPK1;KRAS;KCNJ3","L2_3_IT","","Users"
"Insulin resistance","14/110",0.0108020643738935,0.0421123958924255,0,0,2.13632638342512,9.67332435516838,"PRKCB;PDPK1;PRKCE;GFPT1;PTEN;IRS2;PIK3CB;PTPRF;PPP1CB;PTPA;MAPK9;PIK3CA;AKT3;OGT","L2_3_IT","","Users"
"Proteoglycans in cancer","22/203",0.0113750712995645,0.0437127739940407,0,0,1.78365113318723,7.98421294284604,"PRKCG;CAMK2B;FZD3;MAP2K1;PRKCB;PDPK1;ROCK2;RPS6;CAMK2A;ITPR1;PRKCA;PIK3CB;IGF1R;PPP1CB;PIK3CA;AKT3;MAPK1;ITGAV;KRAS;PPP1R12B;CAMK2G;EIF4B","L2_3_IT","","Users"
