"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Cell_Type","Sex","metadata"
"Circadian entrainment","14/99",2.27819560036343e-05,0.000521913901174168,0,0,4.21739540736081,45.0820242354931,"GRIA1;GRIA2;ADCY1;GRIN2B;GNAI1;GRIN1;GNB2;GNAQ;GNB1;GNAS;CALM1;PRKACB;CALM2;GRIA4","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Thermogenesis","23/231",2.69271159259308e-05,0.000565469434444548,0,0,2.8474679920891,29.9621310022737,"COX8A;COX7B;NDUFA13;SMARCB1;PRKAA2;NDUFA4;COX4I1;ATP5A1;ACSL3;ADCY1;ATP5G3;COX5B;COX6C;COX7C;ATP5L;ACTG1;ATP5J2;ATP5B;GNAS;UQCRFS1;UQCRC2;SOS1;PRKACB","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Long-term potentiation","11/67",4.18637112403925e-05,0.000811511940967609,0,0,5.01716758607571,50.5785239330904,"PPP1CB;GRIA1;PPP3CA;GRIA2;GNAQ;ADCY1;CALM1;PRKACB;GRIN2B;CALM2;GRIN1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Amphetamine addiction","11/68",4.82458916054599e-05,0.000844935798873386,0,0,4.92889013479104,48.9892242455045,"PPP1CB;GRIA1;PPP3CA;GRIA2;GNAS;CALM1;PRKACB;GRIN2B;CALM2;GRIA4;GRIN1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Adrenergic signaling in cardiomyocytes","17/148",5.02937975519872e-05,0.000844935798873386,0,0,3.3282340283826,32.9416249643634,"CACNA2D2;ATP2A2;ATP1A3;PPP2R2A;ATP2B2;ADCY1;ATP2B1;ATP1B1;GNAI1;PPP1CB;CACNB4;GNAQ;GNAS;CALM1;PRKACB;CALM2;SCN1B","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Ubiquitin mediated proteolysis","16/138",7.4164116543505e-05,0.0011680848355602,0,0,3.3606117874566,31.956830862164,"UBE2I;PPIL2;UBE2B;CUL2;HUWE1;UBE2D1;UBE2E2;UBE3A;UBE2G1;UBE2J2;HERC1;NEDD4;UBR5;MDM2;BIRC6;TRIP12","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Salivary secretion","11/78",0.000173355626187178,0.00256974222348052,0,0,4.19104875091917,36.2951755111241,"GNAQ;KCNMA1;GNAS;ATP1A3;ATP2B2;ADCY1;ATP2B1;ATP1B1;CALM1;PRKACB;CALM2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Retrograde endocannabinoid signaling","16/150",0.000198889978963896,0.00278445970549454,0,0,3.05774078668321,26.0603870622328,"GRIA1;GRIA2;GABRA1;FAAH;NDUFA13;GABRB1;NDUFA4;CACNA1A;ADCY1;GNAI1;GNB2;GNAQ;GNB1;PRKACB;GABRD;GRIA4","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Endocrine and other factor-regulated calcium reabsorption","9/55",0.000212913762089211,0.00282390884455164,0,0,4.98666204746232,42.1603493703659,"GNAQ;CLTC;GNAS;ATP1A3;ATP2B1;ATP1B1;PRKACB;DNM1;RAB11A","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Huntington disease","18/192",0.000410539110091816,0.00517279278715688,0,0,2.65072302558398,20.6704424841873,"COX8A;NDUFA13;COX7B;NDUFA4;COX4I1;CLTC;ATP5A1;ATP5G3;COX5B;COX6C;GRIN2B;COX7C;GRIN1;ATP5B;GNAQ;UQCRFS1;UQCRC2;SLC25A4","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Morphine addiction","11/92",0.000740281952260622,0.00888338342712747,0,0,3.46413835051207,24.9711700346016,"GABRA1;GABRB1;PDE10A;GNB2;GNB1;GNAS;CACNA1A;ADCY1;PRKACB;GABRD;GNAI1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"cGMP-PKG signaling pathway","16/172",0.000915488518028978,0.0104865048428774,0,0,2.62349625352306,18.3541181414988,"MEF2C;PRKCE;ATP2A2;ATP1A3;ATP2B2;ADCY1;ATP2B1;ATP1B1;GNAI1;PPP1CB;PPP3CA;GNAQ;KCNMA1;CALM1;CALM2;SLC25A4","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"cAMP signaling pathway","18/211",0.00123943146757255,0.013579857818621,0,0,2.38738926959719,15.9790410849914,"GRIA1;GRIA2;ATP2A2;ATP1A3;ATP2B2;ADCY1;ATP2B1;ATP1B1;GRIN2B;GNAI1;GRIN1;PPP1CB;PDE10A;GNAS;CALM1;PRKACB;CALM2;GRIA4","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Spliceosome","13/132",0.00160676769677216,0.0167403077770925,0,0,2.78855841401981,17.9402763319738,"HSPA8;DDX5;RBM25;HNRNPA3;SF3B6;SRSF1;HNRNPU;PRPF40B;SNRNP70;TRA2A;SRSF5;SRSF7;SF3B1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Proteasome","7/46",0.001660744819156,0.0167403077770925,0,0,4.56420444897266,29.2131407847646,"PSMD11;PSMD14;PSMB2;PSMC4;PSMB1;PSMD1;PSMA7","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Aldosterone synthesis and secretion","11/102",0.00174215010977781,0.0168854549101542,0,0,3.08185423098872,19.577895771748,"PRKCE;GNAQ;GNAS;ATP1A3;ATP2B2;ADCY1;ATP2B1;ATP1B1;CALM1;PRKACB;CALM2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Gastric acid secretion","9/74",0.00194801344182051,0.0181814587903248,0,0,3.52552865461232,22.0026310409226,"GNAQ;GNAS;ATP1A3;ADCY1;ATP1B1;CALM1;PRKACB;CALM2;GNAI1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Pancreatic secretion","11/105",0.0021990623002191,0.0197915607019719,0,0,2.9830297192396,18.2553192714826,"GNAQ;KCNMA1;GNAS;ATP2A2;ATP1A3;CCK;ATP2B2;ADCY1;ATP2B1;ATP1B1;RAB11A","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Oxytocin signaling pathway","14/154",0.0023154486960326,0.0201204507379384,0,0,2.55320855614973,15.4932570678036,"MEF2C;PRKAA2;CACNA2D2;ADCY1;GNAI1;ACTG1;PPP1CB;PPP3CA;CACNB4;GNAQ;GNAS;CALM1;PRKACB;CALM2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Non-alcoholic fatty liver disease (NAFLD)","13/151",0.00518869961865359,0.0422979897963237,0,0,2.40223679882355,12.6388216114876,"COX8A;GSK3B;NDUFA13;COX7B;PRKAA2;NDUFA4;COX4I1;ADIPOR1;COX5B;COX6C;COX7C;UQCRFS1;UQCRC2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Estrogen signaling pathway","12/134",0.00520332414161125,0.0422979897963237,0,0,2.50701639344262,13.1830394064977,"HSPA8;HSP90AA1;HSP90AB1;GNAQ;GNAS;ADCY1;CALM1;SOS1;PRKACB;CALM2;GNAI1;HSP90B1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Glucagon signaling pathway","10/102",0.00551989679156276,0.0434691872335568,0,0,2.76740286771508,14.3888237219395,"LDHB;PPP3CA;PKM;PRKAA2;GNAQ;GNAS;PDHB;CALM1;PRKACB;CALM2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Bacterial invasion of epithelial cells","8/74",0.00703381333808648,0.0535649187391391,0,0,3.08206735792943,15.2778888973083,"CTTN;ARPC1A;CLTC;SEPT1;CRK;DNM1;PTK2;ACTG1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Taurine and hypotaurine metabolism","3/11",0.00722701284575687,0.0535649187391391,0,0,9.50098814229249,46.8392016193743,"GGT7;GAD1;GAD2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Lysosome","11/124",0.007820591081443,0.0563082557863896,0,0,2.47899555754569,12.0255954052537,"GGA2;CD164;AP3M1;ATP6V0B;NPC1;LAMP2;PSAP;CLTC;HEXA;ATP6V0C;ATP6V0A1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Renin secretion","8/76",0.00823813832549511,0.0576669682784658,0,0,2.99110625682634,14.3542617723287,"PPP3CA;GNAQ;KCNMA1;GNAS;CALM1;PRKACB;CALM2;GNAI1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Proximal tubule bicarbonate reclamation","4/22",0.00884297707162308,0.0602278438391626,0,0,5.63471122837877,26.6416567015961,"MDH1;ATP1A3;ATP1B1;GLS","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Cocaine addiction","6/48",0.00942370974593859,0.062486627609751,0,0,3.62736205593348,16.9199262608899,"GRIA2;GNAS;PRKACB;GRIN2B;GNAI1;GRIN1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Protein processing in endoplasmic reticulum","13/163",0.00967054951103289,0.062486627609751,0,0,2.20866933689364,10.2452885126907,"HSPA8;HSP90AA1;HSP90AB1;HSPA4L;UBE2D1;UBE2G1;UBE2J2;HSP90B1;ERLEC1;DNAJC1;HSPH1;MAN1A2;DNAJC10","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Alanine, aspartate and glutamate metabolism","5/37",0.0125797216804855,0.0792522465870584,0,0,3.96425033025099,17.3462478805773,"ALDH5A1;GOT1;GAD1;GAD2;GLS","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Glycolysis / Gluconeogenesis","7/67",0.0136020741427541,0.0819937680481821,0,0,2.96348785871965,12.7356868305242,"GPI1;LDHB;PKM;PDHB;ENO2;ALDOA;GAPDH","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Calcium signaling pathway","14/189",0.0136656280080303,0.0819937680481821,0,0,2.03882352941176,8.75240742956012,"CACNA1A;ATP2A2;ATP2B2;ADCY1;ATP2B1;GRIN1;PPP3CA;ERBB4;GNAQ;GNAS;CALM1;PRKACB;CALM2;SLC25A4","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Pyruvate metabolism","5/38",0.0140432024997947,0.0822996983708898,0,0,3.84392138024899,16.3966956486779,"LDHB;PKM;MDH1;ME3;PDHB","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Apelin signaling pathway","11/138",0.0165758532853735,0.0949344324525936,0,0,2.20410581167367,9.03641122136715,"MEF2C;PRKAA2;PRKCE;GNB2;GNAQ;GNB1;ADCY1;CALM1;PRKACB;CALM2;GNAI1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Bile secretion","7/72",0.0196040490420074,0.109782674635241,0,0,2.73481406011207,10.7533412568848,"GNAS;ATP1A3;KCNN2;ADCY1;HMGCR;ATP1B1;PRKACB","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Alcoholism","14/199",0.020480693223465,0.112198580267678,0,0,1.9276051452522,7.49505432885258,"NTRK2;H2AFY;GRIN2B;HDAC9;GNAI1;GRIN1;PPP1CB;H2AFJ;GNB2;GNB1;GNAS;CALM1;SOS1;CALM2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Thyroid hormone synthesis","7/73",0.0209955717781599,0.112572001874389,0,0,2.69323700581979,10.4051696267733,"GNAQ;GNAS;ATP1A3;ADCY1;ATP1B1;PRKACB;HSP90B1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Vasopressin-regulated water reabsorption","5/43",0.0230738857738983,0.121137900312966,0,0,3.33727316971425,12.5783620782783,"DYNC2H1;NSF;GNAS;PRKACB;RAB11A","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Hedgehog signaling pathway","5/44",0.0252423232642525,0.12981766250187,0,0,3.25153270331606,11.963147068457,"GSK3B;CSNK1G3;CSNK1A1;SPOPL;PRKACB","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"RNA transport","12/167",0.0263757061856107,0.132933559175478,0,0,1.96985806451613,7.16104848833153,"CYFIP2;RANBP2;EIF5B;POM121;UBE2I;TPR;UPF3B;NUP88;TRNT1;EIF4E;EIF4G2;EIF1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Long-term depression","6/61",0.0282351374057255,0.139514796592997,0,0,2.76810966810967,9.87436778277667,"GRIA1;GRIA2;GNAQ;GNAS;CACNA1A;GNAI1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Endocytosis","17/269",0.0291848992991139,0.140827558484289,0,0,1.71919676147864,6.0758198949649,"WASHC4;USP8;HSPA8;ZFYVE9;IQSEC1;ARPC1A;CLTC;EPS15L1;RAB11A;DNM1;UBB;NEDD4;KIF5A;MDM2;PIP5K1A;VPS35;SH3GL1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Serotonergic synapse","10/132",0.0296184944431242,0.140827558484289,0,0,2.08362399720963,7.33301524244921,"APP;GABRB1;GNB2;GNAQ;GNB1;GNAS;CACNA1A;KCNN2;PRKACB;GNAI1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Mitophagy","6/63",0.0324426035059527,0.151398816361112,0,0,2.67070453912559,9.15593042712655,"USP8;UBB;ATG9A;MFN2;TBC1D17;HIF1A","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Sulfur relay system","2/8",0.0348444892259239,0.159651114271506,0,0,8.43508771929825,28.3154109456668,"NFS1;MOCS2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Human cytomegalovirus infection","16/255",0.0355571133616172,0.160007010127277,0,0,1.70495922465142,5.68879260552036,"GSK3B;ADCY1;PTK2;GNAI1;PPP3CA;IRF3;GNB2;GNAQ;GNB1;GNAS;MDM2;CALM1;SOS1;PRKACB;CALM2;CRK","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Melanogenesis","8/100",0.0370832661743082,0.163947071507468,0,0,2.20804982124322,7.27461766300172,"GSK3B;GNAQ;GNAS;ADCY1;CALM1;PRKACB;CALM2;GNAI1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Amyotrophic lateral sclerosis (ALS)","5/52",0.0472772390437696,0.205411452397068,0,0,2.69695606959161,8.2303717768185,"GRIA1;PPP3CA;GRIA2;GRIN2B;GRIN1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Dilated cardiomyopathy (DCM)","7/90",0.0558906872178732,0.234740886315067,0,0,2.13971116253092,6.17169196061098,"CACNB4;GNAS;ATP2A2;CACNA2D2;ADCY1;PRKACB;ACTG1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"GnRH signaling pathway","7/90",0.0558906872178732,0.234740886315067,0,0,2.13971116253092,6.17169196061098,"GNAQ;GNAS;ADCY1;SOS1;CALM1;PRKACB;CALM2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Rap1 signaling pathway","13/209",0.0573700650376329,0.237004203106287,0,0,1.68623470750116,4.81965105728189,"DOCK4;MAGI2;ADCY1;GRIN2B;GNAI1;GRIN1;ACTG1;GNAQ;GNAS;KRIT1;CALM1;CALM2;CRK","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Regulation of actin cytoskeleton","13/217",0.0725031630247062,0.285862493786519,0,0,1.61942721013639,4.24957957378436,"CYFIP2;ARPC1A;PTK2;ACTG1;ENAH;PPP1CB;PIKFYVE;APC;PIP5K1A;PAK6;ARHGEF7;SOS1;CRK","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Thyroid hormone signaling pathway","8/115",0.0726599403730969,0.285862493786519,0,0,1.89702273234339,4.97392734654693,"GSK3B;MDM2;ATP2A2;ATP1A3;ATP1B1;PRKACB;HIF1A;ACTG1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Lysine degradation","5/59",0.0736430024077067,0.285862493786519,0,0,2.34649444689075,6.12089213029314,"KMT2E;NSD3;KMT2A;SETDB1;NSD1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"mRNA surveillance pathway","7/96",0.0737343733973164,0.285862493786519,0,0,1.99483592529206,5.20110816402038,"PPP1CB;DAZAP1;CPSF6;PABPN1;UPF3B;PPP2R2A;MSI2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Butanoate metabolism","3/27",0.081900365316803,0.307925509655143,0,0,3.16436100131752,7.91802809876596,"ALDH5A1;GAD1;GAD2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Phototransduction","3/27",0.081900365316803,0.307925509655143,0,0,3.16436100131752,7.91802809876596,"GNB1;CALM1;CALM2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Cushing syndrome","10/159",0.083091010541864,0.307925509655143,0,0,1.70364486648579,4.23835965813711,"USP8;GSK3B;KMT2A;APC;GNAQ;GNAS;ASH2L;ADCY1;PRKACB;GNAI1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Insulin signaling pathway","9/139",0.0843627256116092,0.308107345711964,0,0,1.75678823168863,4.3438866082622,"PPP1CB;GSK3B;PRKAA2;CALM1;SOS1;PRKACB;CALM2;CRK;EIF4E","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Vascular smooth muscle contraction","9/140",0.0872893164277504,0.314138078491161,0,0,1.74328639639914,4.25105129730055,"PPP1CB;PRKCE;GNAQ;KCNMA1;GNAS;ADCY1;CALM1;PRKACB;CALM2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Proteoglycans in cancer","12/203",0.088507157035208,0.314138078491161,0,0,1.59556020942408,3.86870994038127,"PPP1CB;DDX5;CTTN;ERBB4;MDM2;ANK2;ANK3;SOS1;PRKACB;HIF1A;PTK2;ACTG1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Neurotrophin signaling pathway","8/121",0.09122760118989,0.319296604164615,0,0,1.79573249454238,4.29969790390739,"GSK3B;NTRK2;KIDINS220;NTRK3;CALM1;SOS1;CALM2;CRK","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Fluid shear stress and atherosclerosis","9/143",0.0964267501421751,0.32857163973538,0,0,1.70399001010882,3.98558428251523,"MEF2C;HSP90AA1;HSP90AB1;PRKAA2;CALM1;CALM2;PTK2;ACTG1;HSP90B1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Central carbon metabolism in cancer","5/64",0.096485322779437,0.32857163973538,0,0,2.14707923784788,5.02065360600036,"PKM;NTRK3;PDHB;HIF1A;GLS","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"ErbB signaling pathway","6/84",0.101003946671548,0.338794991020755,0,0,1.94953194953195,4.46948853906506,"GSK3B;ERBB4;PAK6;SOS1;CRK;PTK2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"HIF-1 signaling pathway","7/104",0.102176267133244,0.338794991020755,0,0,1.82954871304704,4.17330279111697,"CUL2;PDHB;ENO2;ALDOA;HIF1A;GAPDH;EIF4E","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Gap junction","6/86",0.109867497042242,0.359566353956429,0,0,1.90059523809524,4.19742697361994,"GNAQ;GNAS;ADCY1;SOS1;PRKACB;GNAI1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Inflammatory mediator regulation of TRP channels","8/127",0.112278299125314,0.362745274097169,0,0,1.70465639836837,3.72769944342601,"PPP1CB;PRKCE;GNAQ;GNAS;ADCY1;CALM1;PRKACB;CALM2","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Renal cell carcinoma","5/68",0.117039342416136,0.373340687200839,0,0,2.01033738021849,4.31266649616193,"CUL2;PAK6;SOS1;CRK;HIF1A","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Citrate cycle (TCA cycle)","3/32",0.121160175362801,0.375573839180245,0,0,2.61810004088865,5.52587150189663,"MDH1;IDH3B;PDHB","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Pentose phosphate pathway","3/32",0.121160175362801,0.375573839180245,0,0,2.61810004088865,5.52587150189663,"GPI1;RPE;ALDOA","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Cysteine and methionine metabolism","4/50",0.12221053497135,0.375573839180245,0,0,2.20167488814959,4.62794268682595,"LDHB;MAT2A;GOT1;MDH1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"IL-17 signaling pathway","6/91",0.133682350074855,0.405878942395945,0,0,1.78832866479925,3.59863376971179,"GSK3B;USP25;HSP90AA1;HSP90AB1;SRSF1;HSP90B1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"PI3K-Akt signaling pathway","18/357",0.139326931118231,0.415912584935414,0,0,1.3487724807308,2.65833895776334,"GSK3B;NTRK2;HSP90AA1;HSP90AB1;PRKAA2;MAGI2;PPP2R2A;PTK2;HSP90B1;ERBB4;GNB2;GNB1;MDM2;TNR;PKN1;SOS1;EIF4E;YWHAG","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Cholinergic synapse","7/113",0.140287975077421,0.415912584935414,0,0,1.67342246657503,3.28669878986752,"GNB2;GNAQ;GNB1;CACNA1A;ADCY1;PRKACB;GNAI1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Other glycan degradation","2/18",0.148635999838456,0.435538046038267,0,0,3.16151315789474,6.02664999930562,"HEXA;HEXDC","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Oocyte meiosis","7/116",0.154333212742815,0.444422209242236,0,0,1.62710978795796,3.04048454116038,"PPP1CB;PPP3CA;ADCY1;CALM1;PRKACB;CALM2;YWHAG","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"MAPK signaling pathway","15/294",0.155195057195701,0.444422209242236,0,0,1.36452620517914,2.54221127528799,"HSPA8;NTRK2;MEF2C;DUSP3;CACNA2D2;CACNA1A;STK4;PPP3CA;CACNB4;TAOK3;ERBB4;MAPT;SOS1;PRKACB;CRK","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Transcriptional misregulation in cancer","10/183",0.161749250185319,0.452417692818824,0,0,1.46545627844054,2.66963339860998,"MEF2C;DDX5;CCNT2;KMT2A;EWSR1;FUS;MDM2;MLLT3;PTK2;RUNX1T1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Arginine biosynthesis","2/19",0.162138167015105,0.452417692818824,0,0,2.97538699690402,5.41314067865779,"GOT1;GLS","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Regulation of lipolysis in adipocytes","4/56",0.164223961580806,0.452417692818824,0,0,1.94702658818754,3.51735057829027,"GNAS;ADCY1;PRKACB;GNAI1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Prostate cancer","6/97",0.165168364044967,0.452417692818824,0,0,1.66989359846503,3.00712758826436,"GSK3B;HSP90AA1;HSP90AB1;MDM2;SOS1;HSP90B1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Longevity regulating pathway","6/102",0.193565859238651,0.52450103793699,0,0,1.58250661375661,2.5986934015895,"HSPA8;PRKAA2;ADCY1;ADIPOR1;PRKACB;EIF4E","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Platelet activation","7/125",0.20004289965816,0.536285220360174,0,0,1.5023010438882,2.41753804947195,"PPP1CB;GNAQ;GNAS;ADCY1;PRKACB;GNAI1;ACTG1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Human papillomavirus infection","17/360",0.214536454538057,0.569086174143056,0,0,1.25702936975365,1.93491464215679,"GSK3B;ATP6V0B;CSNK1A1;PPP2R2A;UBE3A;PTK2;DLG2;PKM;IRF3;APC;GNAS;MDM2;TNR;SOS1;PRKACB;ATP6V0C;ATP6V0A1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
"Parathyroid hormone synthesis, secretion and action","6/107",0.223649500547641,0.585701787073589,0,0,1.503771805752,2.25216171330695,"MEF2C;GNAQ;GNAS;ADCY1;PRKACB;GNAI1","Pvalb","females","M_MUT_and_WT_F_P30_CORT"
