Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,db,module
Calcium signaling pathway,2/189,0.243858065056649,0.448242335795201,0,0,2.1513696387646,3.03594597725027,ERBB4;ADRA1A,KEGG_2019_Mouse,green
"Valine, leucine and isoleucine degradation",1/56,0.245039143568043,0.448242335795201,0,0,3.64462809917355,5.12557648253206,ABAT,KEGG_2019_Mouse,green
Regulation of lipolysis in adipocytes,1/56,0.245039143568043,0.448242335795201,0,0,3.64462809917355,5.12557648253206,NPY,KEGG_2019_Mouse,green
Inflammatory bowel disease (IBD),1/59,0.256339055642632,0.457748313647557,0,0,3.45559038662487,4.70393718537215,MAF,KEGG_2019_Mouse,green
Central carbon metabolism in cancer,1/64,0.274801310842782,0.460345549667825,0,0,3.18053551386885,4.10831982313615,KIT,KEGG_2019_Mouse,green
Rap1 signaling pathway,2/209,0.280904713771957,0.460345549667825,0,0,1.94153603470374,2.46524550660258,MAGI1;KIT,KEGG_2019_Mouse,green
Aminoacyl-tRNA biosynthesis,1/66,0.282058502576368,0.460345549667825,0,0,3.08236208236208,3.90116313048372,SARS,KEGG_2019_Mouse,green
Acute myeloid leukemia,1/69,0.29280968888067,0.460345549667825,0,0,2.94592988710636,3.61828655610275,KIT,KEGG_2019_Mouse,green
Adipocytokine signaling pathway,1/71,0.299888438313403,0.460345549667825,0,0,2.86147186147186,3.44619860155019,NPY,KEGG_2019_Mouse,green
Arrhythmogenic right ventricular cardiomyopathy (ARVC),1/72,0.303401461859655,0.460345549667825,0,0,2.82102717313985,3.36463457832852,CACNA2D2,KEGG_2019_Mouse,green
Bile secretion,1/72,0.303401461859655,0.460345549667825,0,0,2.82102717313985,3.36463457832852,ATP1A3,KEGG_2019_Mouse,green
Thyroid hormone synthesis,1/73,0.306897033111884,0.460345549667825,0,0,2.78170594837262,3.28587063696556,ATP1A3,KEGG_2019_Mouse,green
ErbB signaling pathway,1/84,0.344220716526821,0.487142565640376,0,0,2.41170743580382,2.57201895784243,ERBB4,KEGG_2019_Mouse,green
PPAR signaling pathway,1/85,0.347513436866072,0.487142565640376,0,0,2.38287638287638,2.51858583349566,SORBS1,KEGG_2019_Mouse,green
Hypertrophic cardiomyopathy (HCM),1/86,0.350789788685405,0.487142565640376,0,0,2.35472370766488,2.46673350535558,CACNA2D2,KEGG_2019_Mouse,green
Th1 and Th2 cell differentiation,1/87,0.354049852499014,0.487142565640376,0,0,2.3272257458304,2.41639933353241,MAF,KEGG_2019_Mouse,green
Dilated cardiomyopathy (DCM),1/90,0.363733115678147,0.487142565640376,0,0,2.24843945068664,2.27392523969427,CACNA2D2,KEGG_2019_Mouse,green
Protein digestion and absorption,1/90,0.363733115678147,0.487142565640376,0,0,2.24843945068664,2.27392523969427,ATP1A3,KEGG_2019_Mouse,green
Hematopoietic cell lineage,1/94,0.376420920115876,0.495290684362995,0,0,2.15129792549147,2.10191981526176,KIT,KEGG_2019_Mouse,green
Melanogenesis,1/100,0.394984420817951,0.509809121688995,0,0,2.02030405060708,1.87667852610055,KIT,KEGG_2019_Mouse,green
Aldosterone synthesis and secretion,1/102,0.401049842395342,0.509809121688995,0,0,1.98009800980098,1.80915528558786,ATP1A3,KEGG_2019_Mouse,green
Cholinergic synapse,1/113,0.433349218837219,0.539795566916802,0,0,1.78463203463203,1.4923295915181,ACHE,KEGG_2019_Mouse,green
Thyroid hormone signaling pathway,1/115,0.439033727758999,0.539795566916802,0,0,1.7531454899876,1.44315262186649,ATP1A3,KEGG_2019_Mouse,green
AMPK signaling pathway,1/126,0.469304042324134,0.567706502811453,0,0,1.5979797979798,1.20887881651748,ADRA1A,KEGG_2019_Mouse,green
Dopaminergic synapse,1/135,0.492863296366116,0.586742019483472,0,0,1.48997437057139,1.05419178131578,SCN1A,KEGG_2019_Mouse,green
Insulin signaling pathway,1/139,0.502998845735877,0.589451772346731,0,0,1.44649392475479,0.993983474661611,SORBS1,KEGG_2019_Mouse,green
Breast cancer,1/147,0.522672127159014,0.595492498098044,0,0,1.36668050366681,0.886703567337748,KIT,KEGG_2019_Mouse,green
Phospholipase D signaling pathway,1/149,0.527468747150282,0.595492498098044,0,0,1.34807534807535,0.862317510620557,KIT,KEGG_2019_Mouse,green
Oxytocin signaling pathway,1/154,0.539252532966754,0.595492498098044,0,0,1.30369049976893,0.805121832204194,CACNA2D2,KEGG_2019_Mouse,green
Human papillomavirus infection,2/360,0.53991319827556,0.595492498098044,0,0,1.11401208528104,0.686617891179883,MAGI1;RELN,KEGG_2019_Mouse,green
Tight junction,1/167,0.568546217907677,0.617985019464866,0,0,1.20080321285141,0.678060757672765,MAGI1,KEGG_2019_Mouse,green
Transcriptional misregulation in cancer,1/183,0.6020794872594,0.645085164920786,0,0,1.09435009435009,0.555235815206858,MAF,KEGG_2019_Mouse,green
Alcoholism,1/199,0.633030530285215,0.65793312216109,0,0,1.00510152025304,0.459569228815331,NPY,KEGG_2019_Mouse,green
Focal adhesion,1/199,0.633030530285215,0.65793312216109,0,0,1.00510152025304,0.459569228815331,RELN,KEGG_2019_Mouse,green
Proteoglycans in cancer,1/203,0.640388238903461,0.65793312216109,0,0,0.984998499849985,0.438994784726488,ERBB4,KEGG_2019_Mouse,green
Ras signaling pathway,1/233,0.691107962443606,0.700447259233385,0,0,0.85632183908046,0.316376004340495,KIT,KEGG_2019_Mouse,green
Pathways in cancer,1/535,0.93400856626885,0.93400856626885,0,0,0.366322400030265,0.0250087090710907,KIT,KEGG_2019_Mouse,green
Alzheimer disease,5/175,0.0018661950599364,0.181511659500816,0,0,6.10835913312694,38.3840348237791,COX8A;RTN3;GSK3B;CALM1;COX5B,KEGG_2019_Mouse,turquoise
Oxidative phosphorylation,4/134,0.0045997805345406,0.181511659500816,0,0,6.33653846153846,34.1016448693132,COX8A;ATP6V0B;ATP6V1B2;COX5B,KEGG_2019_Mouse,turquoise
Synaptic vesicle cycle,3/77,0.0067890554235684,0.181511659500816,0,0,8.28615213151296,41.3681460172482,ATP6V0B;RAB3A;ATP6V1B2,KEGG_2019_Mouse,turquoise
Cardiac muscle contraction,3/78,0.0070353356395665,0.181511659500816,0,0,8.17525773195876,40.5231982940018,COX8A;ATP1B1;COX5B,KEGG_2019_Mouse,turquoise
Salmonella infection,3/78,0.0070353356395665,0.181511659500816,0,0,8.17525773195876,40.5231982940018,PKN2;WASL;PFN2,KEGG_2019_Mouse,turquoise
Choline metabolism in cancer,3/99,0.0134550429542985,0.289283423517418,0,0,6.38015463917526,27.4882665567256,WASL;GPCPD1;DGKI,KEGG_2019_Mouse,turquoise
Mineral absorption,2/44,0.0204294838615153,0.376486202590782,0,0,9.6491739552964,37.5427757402553,FTH1;ATP1B1,KEGG_2019_Mouse,turquoise
Spliceosome,3/132,0.0285811776295865,0.460871489277083,0,0,4.74011028530328,16.8511247836,TRA2A;HNRNPU;SRSF10,KEGG_2019_Mouse,turquoise
Non-alcoholic fatty liver disease (NAFLD),3/151,0.0401225074756248,0.501100499011177,0,0,4.12761214823071,13.2736486939267,COX8A;GSK3B;COX5B,KEGG_2019_Mouse,turquoise
Endocytosis,4/269,0.0460978013691878,0.501100499011177,0,0,3.0872641509434,9.49948099007502,ZFYVE9;WASL;SMAP1;ARF5,KEGG_2019_Mouse,turquoise
Gastric acid secretion,2/74,0.0529880944930012,0.501100499011177,0,0,5.62018140589569,16.5103396024628,ATP1B1;CALM1,KEGG_2019_Mouse,turquoise
Ubiquinone and other terpenoid-quinone biosynthesis,1/11,0.0536582567508638,0.501100499011177,0,0,20.0909090909091,58.7683184218827,COQ2,KEGG_2019_Mouse,turquoise
Salivary secretion,2/78,0.058168160710821,0.501100499011177,0,0,5.32330827067669,15.1417092906877,ATP1B1;CALM1,KEGG_2019_Mouse,turquoise
Axon guidance,3/180,0.0615800766393562,0.501100499011177,0,0,3.44626943910536,9.60618964872885,EPHA5;GSK3B;TRPC1,KEGG_2019_Mouse,turquoise
ErbB signaling pathway,2/84,0.0662504359060044,0.501100499011177,0,0,4.93230462916874,13.3878197311643,GSK3B;MAP2K4,KEGG_2019_Mouse,turquoise
Rheumatoid arthritis,2/84,0.0662504359060044,0.501100499011177,0,0,4.93230462916874,13.3878197311643,ATP6V0B;ATP6V1B2,KEGG_2019_Mouse,turquoise
Insulin secretion,2/86,0.0690235124413976,0.501100499011177,0,0,4.81438289601555,12.8703286595916,RAB3A;ATP1B1,KEGG_2019_Mouse,turquoise
GnRH signaling pathway,2/90,0.0746819496854828,0.501100499011177,0,0,4.59461966604824,11.9208181587653,MAP2K4;CALM1,KEGG_2019_Mouse,turquoise
Selenocompound metabolism,1/17,0.0817146326715557,0.501100499011177,0,0,12.5530303030303,31.4393429542943,PSTK,KEGG_2019_Mouse,turquoise
Glycerophospholipid metabolism,2/97,0.0849237360045433,0.501100499011177,0,0,4.25456498388829,10.491764264828,GPCPD1;DGKI,KEGG_2019_Mouse,turquoise
Phosphatidylinositol signaling system,2/98,0.0864201908419546,0.501100499011177,0,0,4.21003401360544,10.3084111715959,CALM1;DGKI,KEGG_2019_Mouse,turquoise
Melanogenesis,2/100,0.0894369333512962,0.501100499011177,0,0,4.12369845897543,9.95552171579456,GSK3B;CALM1,KEGG_2019_Mouse,turquoise
Aldosterone synthesis and secretion,2/102,0.0924846891098034,0.501100499011177,0,0,4.04081632653061,9.62002061056518,ATP1B1;CALM1,KEGG_2019_Mouse,turquoise
Kaposi sarcoma-associated herpesvirus infection,3/216,0.0941331217907138,0.501100499011177,0,0,2.85857412516335,6.7549401777521,MAP2K4;GSK3B;CALM1,KEGG_2019_Mouse,turquoise
Pancreatic secretion,2/105,0.0971124998083677,0.501100499011177,0,0,3.92252823459481,9.1468854610462,TRPC1;ATP1B1,KEGG_2019_Mouse,turquoise
Proximal tubule bicarbonate reclamation,1/22,0.104464697819105,0.508628236379676,0,0,9.56180856180856,21.5992275397069,ATP1B1,KEGG_2019_Mouse,turquoise
Human papillomavirus infection,4/360,0.10645707273063,0.508628236379676,0,0,2.2874531835206,5.12392589284857,GSK3B;ATP6V0B;ATP6V1B2;UBE3A,KEGG_2019_Mouse,turquoise
Thyroid hormone signaling pathway,2/115,0.112990010336963,0.520561119052435,0,0,3.57359581000542,7.7920679547705,GSK3B;ATP1B1,KEGG_2019_Mouse,turquoise
Neurotrophin signaling pathway,2/121,0.122818201919793,0.527055059905311,0,0,3.39238552563883,7.11400223667125,GSK3B;CALM1,KEGG_2019_Mouse,turquoise
Collecting duct acid secretion,1/27,0.126656642302827,0.527055059905311,0,0,7.72105672105672,15.9538300108164,ATP6V1B2,KEGG_2019_Mouse,turquoise
Phototransduction,1/27,0.126656642302827,0.527055059905311,0,0,7.72105672105672,15.9538300108164,CALM1,KEGG_2019_Mouse,turquoise
Dopaminergic synapse,2/135,0.146494146719129,0.576032346141224,0,0,3.03314408470155,5.82597157350083,GSK3B;CALM1,KEGG_2019_Mouse,turquoise
SNARE interactions in vesicular transport,1/33,0.152569319997184,0.576032346141224,0,0,6.27146464646465,11.7912078898077,VTI1B,KEGG_2019_Mouse,turquoise
Insulin signaling pathway,2/139,0.1534237633251,0.576032346141224,0,0,2.94398927454193,5.51865948464525,GSK3B;CALM1,KEGG_2019_Mouse,turquoise
Fluid shear stress and atherosclerosis,2/143,0.160416714470738,0.576032346141224,0,0,2.85989289332754,5.23354789527023,MAP2K4;CALM1,KEGG_2019_Mouse,turquoise
Parkinson disease,2/144,0.162174238541576,0.576032346141224,0,0,2.83960908306985,5.16548737879535,COX8A;COX5B,KEGG_2019_Mouse,turquoise
Adrenergic signaling in cardiomyocytes,2/148,0.169239108858938,0.576032346141224,0,0,2.76125244618395,4.90520680248974,ATP1B1;CALM1,KEGG_2019_Mouse,turquoise
Aldosterone-regulated sodium reabsorption,1/38,0.173580657931626,0.576032346141224,0,0,5.42260442260442,9.49559255823113,ATP1B1,KEGG_2019_Mouse,turquoise
mTOR signaling pathway,2/154,0.179932321463797,0.576032346141224,0,0,2.65145005370569,4.54769949538142,GSK3B;ATP6V1B2,KEGG_2019_Mouse,turquoise
Ferroptosis,1/40,0.181840038445641,0.576032346141224,0,0,5.14400414400414,8.76861291991989,FTH1,KEGG_2019_Mouse,turquoise
Carbohydrate digestion and absorption,1/43,0.19407611900782,0.576032346141224,0,0,4.77585377585378,7.83003533696715,ATP1B1,KEGG_2019_Mouse,turquoise
Hedgehog signaling pathway,1/44,0.1981144149655,0.576032346141224,0,0,4.6645525017618,7.55149331126355,GSK3B,KEGG_2019_Mouse,turquoise
Tight junction,2/167,0.203427034299401,0.576032346141224,0,0,2.44094001236858,3.88706977769903,HSPA4;WASL,KEGG_2019_Mouse,turquoise
Influenza A,2/168,0.20524959092647,0.576032346141224,0,0,2.42611261372019,3.84181852553833,MAP2K4;GSK3B,KEGG_2019_Mouse,turquoise
Ether lipid metabolism,1/47,0.210109494168341,0.576032346141224,0,0,4.3596837944664,6.80165814675797,PAFAH1B1,KEGG_2019_Mouse,turquoise
cGMP-PKG signaling pathway,2/172,0.212557721644281,0.576032346141224,0,0,2.36854741896759,3.66779443778241,ATP1B1;CALM1,KEGG_2019_Mouse,turquoise
Tuberculosis,2/178,0.223566841614148,0.576032346141224,0,0,2.28710575139147,3.42618697401597,ATP6V0B;CALM1,KEGG_2019_Mouse,turquoise
Phagosome,2/180,0.227247144429194,0.576032346141224,0,0,2.26117862875487,3.35042706699839,ATP6V0B;ATP6V1B2,KEGG_2019_Mouse,turquoise
Endocrine and other factor-regulated calcium reabsorption,1/55,0.241234861655302,0.576032346141224,0,0,3.71230826786382,5.27884403782842,ATP1B1,KEGG_2019_Mouse,turquoise
Huntington disease,2/192,0.249408486067724,0.576032346141224,0,0,2.11707841031149,2.93990892306422,COX8A;COX5B,KEGG_2019_Mouse,turquoise
Endometrial cancer,1/58,0.252591147960672,0.576032346141224,0,0,3.5163919900762,4.83849599837867,GSK3B,KEGG_2019_Mouse,turquoise
Lysine degradation,1/59,0.256339055642632,0.576032346141224,0,0,3.45559038662487,4.70393718537215,NSD3,KEGG_2019_Mouse,turquoise
Chemokine signaling pathway,2/197,0.258668230043533,0.576032346141224,0,0,2.06227106227106,2.78862149806572,GSK3B;WASL,KEGG_2019_Mouse,turquoise
Glycerolipid metabolism,1/61,0.263779141308675,0.576032346141224,0,0,3.34006734006734,4.45111773409346,DGKI,KEGG_2019_Mouse,turquoise
Basal cell carcinoma,1/63,0.271145528260931,0.576032346141224,0,0,3.23199739328772,4.21807849737542,GSK3B,KEGG_2019_Mouse,turquoise
Rap1 signaling pathway,2/209,0.280904713771957,0.576032346141224,0,0,1.94153603470374,2.46524550660258,CALM1;PFN2,KEGG_2019_Mouse,turquoise
Aminoacyl-tRNA biosynthesis,1/66,0.282058502576368,0.576032346141224,0,0,3.08236208236208,3.90116313048372,PSTK,KEGG_2019_Mouse,turquoise
cAMP signaling pathway,2/211,0.284608511779544,0.576032346141224,0,0,1.92276144907724,2.41622026619919,ATP1B1;CALM1,KEGG_2019_Mouse,turquoise
Long-term potentiation,1/67,0.285660089808726,0.576032346141224,0,0,3.03550658096113,3.80334608196671,CALM1,KEGG_2019_Mouse,turquoise
Amphetamine addiction,1/68,0.289243789255229,0.576032346141224,0,0,2.99004975124378,3.70911301693322,CALM1,KEGG_2019_Mouse,turquoise
Fc epsilon RI signaling pathway,1/68,0.289243789255229,0.576032346141224,0,0,2.99004975124378,3.70911301693322,MAP2K4,KEGG_2019_Mouse,turquoise
Regulation of actin cytoskeleton,2/217,0.295709072188337,0.576032346141224,0,0,1.86853345989559,2.27658225012256,WASL;PFN2,KEGG_2019_Mouse,turquoise
Adherens junction,1/72,0.303401461859655,0.576032346141224,0,0,2.82102717313985,3.36463457832852,WASL,KEGG_2019_Mouse,turquoise
B cell receptor signaling pathway,1/72,0.303401461859655,0.576032346141224,0,0,2.82102717313985,3.36463457832852,GSK3B,KEGG_2019_Mouse,turquoise
Bile secretion,1/72,0.303401461859655,0.576032346141224,0,0,2.82102717313985,3.36463457832852,ATP1B1,KEGG_2019_Mouse,turquoise
Prolactin signaling pathway,1/72,0.303401461859655,0.576032346141224,0,0,2.82102717313985,3.36463457832852,GSK3B,KEGG_2019_Mouse,turquoise
Thyroid hormone synthesis,1/73,0.306897033111884,0.576032346141224,0,0,2.78170594837262,3.28587063696556,ATP1B1,KEGG_2019_Mouse,turquoise
Bacterial invasion of epithelial cells,1/74,0.310375237892897,0.576032346141224,0,0,2.74346201743462,3.20977722405069,WASL,KEGG_2019_Mouse,turquoise
Glioma,1/75,0.313836161648445,0.576032346141224,0,0,2.70625170625171,3.13623236372496,CALM1,KEGG_2019_Mouse,turquoise
Pertussis,1/76,0.317279889350664,0.576032346141224,0,0,2.67003367003367,3.0651211233087,CALM1,KEGG_2019_Mouse,turquoise
Renin secretion,1/76,0.317279889350664,0.576032346141224,0,0,2.67003367003367,3.0651211233087,CALM1,KEGG_2019_Mouse,turquoise
Thermogenesis,2/231,0.321506425753241,0.576032346141224,0,0,1.75305231262811,1.98925463460844,COX8A;COX5B,KEGG_2019_Mouse,turquoise
Fc gamma R-mediated phagocytosis,1/87,0.354049852499014,0.599162258972818,0,0,2.3272257458304,2.41639933353241,WASL,KEGG_2019_Mouse,turquoise
Colorectal cancer,1/88,0.357293708483398,0.599162258972818,0,0,2.30035992104958,2.36752381170365,GSK3B,KEGG_2019_Mouse,turquoise
Antigen processing and presentation,1/90,0.363733115678147,0.599162258972818,0,0,2.24843945068664,2.27392523969427,HSPA4,KEGG_2019_Mouse,turquoise
Protein digestion and absorption,1/90,0.363733115678147,0.599162258972818,0,0,2.24843945068664,2.27392523969427,ATP1B1,KEGG_2019_Mouse,turquoise
Human cytomegalovirus infection,2/255,0.365155885449267,0.599162258972818,0,0,1.58481890780027,1.59659559116084,GSK3B;CALM1,KEGG_2019_Mouse,turquoise
TGF-beta signaling pathway,1/91,0.366928825262423,0.599162258972818,0,0,2.22334455667789,2.22909720803597,ZFYVE9,KEGG_2019_Mouse,turquoise
IL-17 signaling pathway,1/91,0.366928825262423,0.599162258972818,0,0,2.22334455667789,2.22909720803597,GSK3B,KEGG_2019_Mouse,turquoise
Prostate cancer,1/97,0.385772094842852,0.606089908609778,0,0,2.08375420875421,1.98479362024731,GSK3B,KEGG_2019_Mouse,turquoise
Toll-like receptor signaling pathway,1/99,0.391928946523868,0.606089908609778,0,0,2.0410224695939,1.91177413897195,MAP2K4,KEGG_2019_Mouse,turquoise
Circadian entrainment,1/99,0.391928946523868,0.606089908609778,0,0,2.0410224695939,1.91177413897195,CALM1,KEGG_2019_Mouse,turquoise
T cell receptor signaling pathway,1/101,0.398024694482133,0.606089908609778,0,0,2.0,1.84248245836996,GSK3B,KEGG_2019_Mouse,turquoise
Glucagon signaling pathway,1/102,0.401049842395342,0.606089908609778,0,0,1.98009800980098,1.80915528558786,CALM1,KEGG_2019_Mouse,turquoise
Longevity regulating pathway,1/102,0.401049842395342,0.606089908609778,0,0,1.98009800980098,1.80915528558786,RB1CC1,KEGG_2019_Mouse,turquoise
Chagas disease (American trypanosomiasis),1/103,0.404059939073185,0.606089908609778,0,0,1.9605862547039,1.77666767339805,MAP2K4,KEGG_2019_Mouse,turquoise
TNF signaling pathway,1/110,0.424715362613925,0.622594111104503,0,0,1.83402835696414,1.57054463447437,MAP2K4,KEGG_2019_Mouse,turquoise
Insulin resistance,1/110,0.424715362613925,0.622594111104503,0,0,1.83402835696414,1.57054463447437,GSK3B,KEGG_2019_Mouse,turquoise
C-type lectin receptor signaling pathway,1/112,0.43048561638067,0.623962297900073,0,0,1.8008008008008,1.51778940882089,CALM1,KEGG_2019_Mouse,turquoise
Glutamatergic synapse,1/114,0.436198565833718,0.625217944361663,0,0,1.76874944131581,1.46745661650072,TRPC1,KEGG_2019_Mouse,turquoise
Oocyte meiosis,1/116,0.441854774426629,0.626365559352035,0,0,1.73781291172596,1.41940043016639,CALM1,KEGG_2019_Mouse,turquoise
Cell cycle,1/123,0.461212676190375,0.636948548762369,0,0,1.63752276867031,1.26727232996582,GSK3B,KEGG_2019_Mouse,turquoise
Lysosome,1/124,0.463923277206856,0.636948548762369,0,0,1.62412745339575,1.2473885010387,ATP6V0B,KEGG_2019_Mouse,turquoise
Inflammatory mediator regulation of TRP channels,1/127,0.471974339207137,0.636948548762369,0,0,1.58521725188392,1.19022971699885,CALM1,KEGG_2019_Mouse,turquoise
Autophagy,1/130,0.479905677193982,0.636948548762369,0,0,1.54811682718659,1.13657427447839,RB1CC1,KEGG_2019_Mouse,turquoise
Relaxin signaling pathway,1/131,0.482523156606063,0.636948548762369,0,0,1.53613053613054,1.11941882389327,MAP2K4,KEGG_2019_Mouse,turquoise
Serotonergic synapse,1/132,0.485127594032975,0.636948548762369,0,0,1.52432724188449,1.1026119616962,TRPC1,KEGG_2019_Mouse,turquoise
Estrogen signaling pathway,1/134,0.490297600070642,0.636948548762369,0,0,1.50125313283208,1.07000724904239,CALM1,KEGG_2019_Mouse,turquoise
Signaling pathways regulating pluripotency of stem cells,1/137,0.497956392525298,0.636948548762369,0,0,1.46791443850267,1.02349273069514,GSK3B,KEGG_2019_Mouse,turquoise
Apelin signaling pathway,1/138,0.500483918197201,0.636948548762369,0,0,1.45712600457126,1.00859320422095,CALM1,KEGG_2019_Mouse,turquoise
